Frame,0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z,21_x,21_y,21_z,22_x,22_y,22_z,23_x,23_y,23_z,24_x,24_y,24_z,25_x,25_y,25_z,26_x,26_y,26_z,27_x,27_y,27_z,28_x,28_y,28_z,29_x,29_y,29_z,30_x,30_y,30_z,31_x,31_y,31_z,32_x,32_y,32_z
21,939.8035,253.8816,-220.8952,938.075,242.3578,-185.0706,939.2622,242.2402,-185.1405,940.1406,242.0241,-185.1475,930.1956,241.8828,-215.424,926.1596,241.4436,-215.3572,921.4895,241.0992,-215.3136,927.8268,246.1651,-13.511,904.1561,246.8503,-150.9491,939.3302,266.9658,-156.839,930.0266,268.8656,-197.0064,945.9005,323.6279,118.4137,868.7843,315.6341,-265.393,1038.4877,324.4346,42.7804,939.4563,328.3387,-512.1687,1129.3316,314.163,-187.8347,1024.3207,310.4158,-594.737,1153.3201,306.6953,-223.3761,1041.2765,305.0771,-653.9867,1155.7522,300.2113,-259.187,1037.7118,297.1155,-635.7412,1146.7223,302.55,-212.546,1035.1356,298.3761,-590.6921,920.4942,510.5567,113.102,866.9001,503.6332,-113.1627,944.4703,656.0535,136.8826,870.1697,661.7975,-169.1315,942.3126,799.1185,267.6641,851.9547,819.6507,-127.0634,931.91,819.4386,271.5063,840.0996,843.5241,-132.8859,1007.9775,829.2477,154.4597,894.8047,859.0535,-305.4637
22,941.5483,254.4576,-229.7382,939.4477,243.0343,-193.8062,940.582,242.8824,-193.8795,941.4218,242.6399,-193.8992,931.847,242.6378,-224.8556,927.7745,242.1675,-224.7847,922.9571,241.8357,-224.7404,929.2089,246.8737,-24.5566,905.1752,247.6152,-164.9052,941.1376,267.4788,-166.8706,931.954,269.5732,-207.8625,946.9102,325.7619,104.4661,870.424,316.0914,-284.7362,1039.3932,325.798,35.2443,942.3314,328.3929,-541.5649,1130.9261,314.4257,-174.876,1027.3175,310.9312,-619.2344,1154.8009,307.196,-208.6964,1043.443,305.7309,-679.2012,1156.8775,300.4639,-242.9526,1039.4122,297.3546,-658.9536,1148.1614,302.6433,-198.8236,1038.3244,298.5737,-615.0568,919.0979,511.2548,114.9712,865.5838,504.0909,-115.019,944.9488,656.2794,133.567,870.2719,662.2326,-149.6806,941.8967,799.1253,260.489,851.6068,819.6521,-83.8279,930.5287,819.8678,264.1697,838.9671,843.3571,-87.8948,1009.1586,828.9537,146.6179,894.6519,859.0693,-258.9231
23,941.7483,254.4929,-232.1797,939.5657,242.9929,-195.8835,940.7275,242.837,-195.9576,941.5981,242.5961,-195.9769,931.8926,242.5663,-227.704,927.681,242.09,-227.6317,922.7708,241.7454,-227.5933,929.7684,246.917,-25.1137,904.8511,247.684,-168.7827,941.6487,267.4987,-168.6116,932.5079,269.5157,-210.5778,946.9607,326.9408,105.6046,871.2527,317.1371,-291.2337,1038.8849,326.7984,43.4332,944.4122,328.6179,-551.4245,1131.7124,314.7804,-170.0901,1029.9083,310.9241,-627.4812,1155.5906,307.4206,-202.1167,1045.5518,305.6399,-688.3997,1157.23,300.7432,-239.9255,1046.1207,297.1734,-667.4998,1148.9322,302.78,-193.0318,1041.7271,298.5246,-623.1155,918.9994,511.9378,116.1813,865.2871,504.6009,-116.2236,944.8544,656.4942,133.9402,870.3341,662.5727,-153.9849,941.8746,799.13,265.8431,851.4789,819.818,-87.7805,929.9088,820.5428,270.0395,837.2816,843.365,-91.8089,1009.4572,828.9548,150.9772,894.6558,860.9581,-266.7648
24,944.4389,266.1463,-284.712,942.5357,254.6857,-246.7668,943.7688,254.6195,-246.8785,944.7546,254.5322,-246.9646,934.6902,254.2434,-279.0751,930.6811,253.8926,-279.006,925.8788,253.8087,-278.9327,932.7515,260.0241,-73.1249,909.5284,259.9691,-217.3144,943.884,279.5598,-220.0784,934.8154,280.8232,-262.3437,947.1419,333.3943,65.3703,874.9168,326.8119,-333.5127,1041.3776,330.819,21.2646,955.2862,337.3241,-583.5582,1134.4577,320.9836,-163.2547,1032.7602,315.681,-659.1269,1158.0631,313.0521,-197.827,1049.7139,310.1757,-723.6862,1160.2668,306.2531,-234.2774,1050.809,303.0342,-705.0839,1152.0212,308.5502,-186.5846,1045.626,304.6403,-656.7256,908.6725,519.4119,119.4113,853.2627,511.6016,-119.4559,959.2732,656.5067,48.3199,870.0269,665.3115,-201.6468,942.1489,799.6743,139.5445,851.3687,819.9967,-143.3244,928.958,821.1511,138.9587,835.7549,843.365,-149.2275,1009.9887,829.2487,11.1432,894.0014,861.4627,-334.6183
25,947.138,270.4851,-280.474,944.9278,258.5402,-241.5296,946.1074,258.534,-241.66,946.9988,258.5136,-241.7489,937.804,258.132,-274.855,933.872,257.8825,-274.7904,929.1657,257.7779,-274.7078,934.6943,263.909,-68.1917,911.9987,264.4166,-216.0537,946.274,283.9213,-216.2776,937.3399,285.5966,-259.6377,948.0589,338.3069,56.8697,875.8994,329.6509,-334.2618,1042.2458,335.631,-19.6307,954.1222,344.3574,-612.5696,1135.4362,324.1923,-223.912,1033.0942,320.7082,-705.4438,1159.1765,316.1647,-261.1888,1049.7311,314.4433,-772.2402,1160.8884,310.5182,-293.0488,1051.3783,306.7894,-752.4647,1152.4163,313.2013,-247.9411,1046.8877,308.9087,-703.2278,905.4051,522.0429,119.0473,849.471,514.4037,-119.0813,962.261,656.5119,3.3558,870.5582,665.7697,-253.3587,941.7819,800.1235,91.8584,851.8137,819.9354,-211.8514,929.0323,820.7894,90.5126,836.6384,842.9436,-220.0572,1009.2986,829.6957,-45.4356,893.9475,861.8698,-418.3418
26,947.5973,270.5297,-280.2254,945.346,258.5327,-241.9217,946.4964,258.5502,-242.0689,947.3903,258.5653,-242.1671,937.9686,257.9111,-272.8756,933.6505,257.4826,-272.8098,928.7223,257.2936,-272.7295,935.9293,264.4003,-73.0254,911.2974,264.2041,-209.8981,947.0669,283.7978,-217.9079,937.9336,285.0838,-258.0813,949.6426,341.6792,42.9559,875.8844,332.0948,-331.8618,1044.0937,336.6802,-37.2444,951.8436,343.892,-627.278,1136.8815,326.1919,-223.1666,1032.3799,322.2198,-729.7135,1160.5143,317.7242,-258.5478,1048.7511,317.115,-796.5631,1162.282,312.4777,-288.1951,1050.4692,310.5754,-775.1942,1153.5909,315.5664,-245.9123,1046.3129,312.4592,-727.5849,903.9115,524.2937,118.5282,847.3721,516.1563,-118.5152,963.3015,656.6917,-11.9204,871.0335,666.345,-273.3114,941.7799,799.774,69.2376,851.9803,820.0038,-242.5535,928.0886,821.786,67.0506,836.7443,842.8916,-252.1549,1008.3067,829.6943,-72.7203,894.441,861.9286,-451.7232
27,948.5185,271.0638,-273.1284,946.0396,258.2836,-235.3731,947.0897,258.2119,-235.5219,947.908,258.0911,-235.6176,938.7409,257.7918,-265.5207,934.242,257.3738,-265.4569,929.3087,257.1756,-265.3877,936.5782,263.7139,-68.5339,911.667,264.123,-201.144,947.9538,284.2569,-211.2981,939.1366,285.1975,-250.2504,949.95,342.5793,46.7418,876.741,333.5426,-323.4412,1043.7475,337.1032,-39.4586,952.8412,343.6091,-600.3944,1136.3493,326.8184,-233.1516,1033.2678,321.4427,-684.7068,1159.9064,318.4626,-270.7262,1050.7047,316.7572,-748.8365,1161.9881,313.3251,-298.801,1052.7739,310.3521,-727.8779,1153.1399,316.3632,-255.4893,1048.1083,311.8114,-681.7098,902.7768,525.1644,115.794,845.847,517.052,-115.7254,962.6288,656.5594,-19.6463,871.0194,666.9552,-289.0273,941.8021,799.5519,58.066,852.0626,821.1619,-280.8034,926.8558,822.8729,55.8536,836.6062,843.1129,-292.5988,1007.7326,830.567,-81.2973,894.5542,862.8779,-493.3291
28,952.8238,307.2597,-290.202,950.756,295.1566,-251.2049,951.9721,295.2422,-251.3744,952.9873,295.3002,-251.5013,942.9598,294.8619,-281.4318,938.6755,294.8053,-281.3818,933.8735,294.7926,-281.3141,941.2156,301.0988,-80.3695,916.8594,301.0933,-213.8209,952.8246,320.2406,-227.1774,943.3743,320.238,-266.3929,954.8718,371.5821,41.4984,882.2353,362.7754,-327.3919,1050.1908,364.6962,-29.494,952.7525,378.4019,-598.1293,1140.3201,352.0427,-219.3443,1033.9879,352.9456,-691.6692,1166.3071,345.875,-255.1396,1052.4068,348.0202,-758.1909,1166.8879,339.218,-284.8657,1054.3673,338.8043,-738.2619,1157.3435,341.3836,-241.9214,1049.3858,340.2546,-689.8291,896.0553,543.6403,114.2249,836.7478,539.1151,-114.1602,975.7147,658.3652,-104.8788,871.0751,672.1462,-396.7567,942.5232,799.733,-13.5451,851.7312,821.4632,-365.7375,926.9242,822.8304,-13.6237,836.6688,843.3533,-372.9371,1007.6397,832.2825,-154.7553,893.7271,863.4574,-563.9157
29,955.2733,312.2932,-333.7709,953.3074,300.5254,-296.8991,954.4196,300.5207,-297.0574,955.2449,300.4808,-297.2002,945.7564,299.858,-327.2609,941.4356,299.506,-327.2284,936.3855,299.3816,-327.1712,942.7768,305.2429,-128.6325,918.6906,305.7252,-262.2587,954.1449,325.4595,-270.6413,944.6416,326.748,-310.0087,955.1519,375.9563,6.2551,883.0487,368.299,-360.2001,1051.6607,371.1847,-18.8833,962.3926,385.2575,-589.7837,1142.2516,357.0766,-144.1819,1042.7687,360.9754,-663.3769,1166.8367,346.5779,-166.8813,1067.5361,359.7382,-730.9125,1168.2643,341.3044,-197.1578,1064.8274,349.616,-698.8898,1159.3697,344.7588,-164.3421,1062.358,350.6867,-656.8007,891.9026,549.4343,110.5251,832.728,543.785,-110.4587,978.6944,658.4081,-68.5932,871.624,674.438,-373.3968,945.0298,800.029,41.5956,851.1835,821.5311,-315.0122,928.8498,822.6583,44.1968,836.1239,843.357,-318.7945,1009.2372,835.2325,-87.862,893.8126,864.6591,-500.8479
30,955.9391,312.5351,-331.6079,953.5008,299.7123,-296.9887,954.4301,299.5255,-297.1478,955.1836,299.3007,-297.2973,946.3707,299.5067,-325.3609,942.0984,299.2519,-325.3166,937.288,299.1635,-325.2546,943.0225,305.0495,-137.6919,919.4425,305.8988,-262.5382,954.8795,325.392,-271.8371,946.2003,326.2707,-308.6522,957.906,377.4472,-12.82,882.3402,369.8504,-360.9761,1052.8275,373.6766,-56.855,959.6099,385.2612,-607.3602,1142.9028,357.9863,-184.1735,1040.8466,364.6446,-693.8976,1166.5165,346.9021,-207.7289,1062.6069,358.5217,-761.9056,1168.3739,342.1298,-231.568,1062.1853,349.6328,-736.6668,1159.7734,345.9461,-201.4072,1058.641,351.204,-690.4542,891.1136,551.0218,107.8817,831.799,544.1535,-107.8245,978.0852,658.762,-88.248,871.836,676.3796,-368.5466,945.4055,800.0309,30.3508,851.1729,822.6044,-300.7745,929.2236,821.1136,33.3608,836.6846,844.0587,-304.0835,1009.2242,835.4753,-100.5119,894.3018,864.9043,-488.0078
31,958.7156,344.7157,-407.6129,956.6766,332.1527,-370.5252,957.727,332.0251,-370.6746,958.5968,331.8936,-370.8315,949.2026,332.2731,-401.159,944.7485,332.2268,-401.1609,939.5673,332.046,-401.1049,946.5497,337.5165,-202.0027,920.7365,338.6674,-337.2756,958.3418,357.7706,-344.972,949.1646,358.8635,-384.7968,962.8437,407.0972,-70.1012,883.3729,401.3924,-431.4416,1057.4571,399.8424,-143.2276,962.9731,416.6024,-670.5139,1148.7408,383.315,-317.0902,1044.2097,389.9502,-737.261,1171.6529,371.3467,-352.8553,1066.7132,385.3339,-807.0281,1172.9822,365.897,-384.7741,1066.1791,377.2205,-781.235,1165.1064,369.8834,-340.0284,1062.3618,378.1134,-733.3162,886.7247,567.8789,107.6704,827.4068,564.1011,-107.6207,985.8171,661.0005,-146.9083,872.548,682.8517,-423.0727,945.337,801.5218,20.7654,851.1738,822.7972,-319.613,928.6699,821.0984,29.288,836.793,844.1157,-319.0982,1009.2127,835.3496,-105.2835,893.9709,865.2675,-505.5202
32,959.2773,346.8974,-374.0657,956.8897,335.1776,-339.1254,957.8466,334.9607,-339.2664,958.7091,334.7948,-339.399,949.6219,335.5537,-371.2619,945.2731,335.38,-371.251,940.0783,335.2184,-371.1673,946.8594,340.1583,-178.8226,920.9775,341.3568,-321.9537,958.3472,359.7968,-314.1942,949.4215,361.8091,-356.115,963.0057,407.7519,-57.0212,884.0545,404.575,-413.2278,1055.5726,402.7489,-142.9249,961.1464,417.5593,-661.6163,1147.6479,387.3468,-333.8368,1042.4503,396.1454,-742.642,1169.9284,375.3478,-372.5183,1063.785,387.3329,-811.0165,1171.6816,370.7126,-398.484,1064.5145,379.3156,-786.2089,1161.2714,374.5396,-354.4379,1059.9723,381.2275,-738.9899,883.7117,571.8997,107.8883,826.6113,567.5659,-107.8436,986.9561,662.4248,-178.3035,873.0496,682.5373,-434.8116,945.3101,801.5522,-49.9931,851.152,823.014,-347.7989,928.6609,821.8374,-44.9848,836.6264,844.4141,-348.1444,1010.1623,836.1912,-180.274,894.2476,865.2525,-526.8553
33,959.5754,348.0534,-400.7477,957.3183,335.0877,-366.9016,958.1897,334.8153,-367.0587,958.9878,334.5048,-367.211,950.2138,334.9991,-398.9351,945.7641,334.6007,-398.9304,940.6314,334.5896,-398.8657,946.41,338.9475,-205.6489,921.2264,340.87,-349.2502,958.3142,361.3258,-339.8347,949.7176,362.5598,-381.9612,961.9577,408.2787,-76.1452,885.0286,406.2849,-428.341,1054.9127,402.9789,-143.7722,960.8982,417.314,-671.4322,1146.2831,387.9124,-315.4377,1041.5235,398.2956,-753.4702,1168.7226,376.851,-351.0595,1062.1853,389.8397,-821.1789,1170.4967,372.1148,-378.8765,1063.5028,382.6001,-797.1178,1160.5998,376.4663,-335.9419,1059.1223,384.6664,-750.0423,883.155,571.1576,107.8811,826.6108,569.2203,-107.8325,989.0365,662.548,-166.2365,873.2988,682.2603,-455.0838,944.143,801.8382,-20.2114,851.2131,823.1407,-372.7543,927.8518,822.3236,-13.456,836.6499,845.2315,-373.4254,1009.4085,836.3288,-146.4979,895.2757,866.5069,-554.6354
34,959.5069,347.0282,-404.4586,956.9981,333.7957,-370.7103,957.8625,333.5295,-370.8679,958.6705,333.2391,-371.0182,949.7899,333.7995,-402.1836,945.3747,333.4873,-402.1891,940.5109,333.502,-402.1388,945.8742,337.6629,-209.4572,921.5731,340.2392,-350.4165,958.1666,360.3007,-343.4792,949.797,361.1071,-384.8987,961.8295,409.4591,-80.9627,885.4508,406.9897,-430.1212,1054.1605,404.1266,-151.2556,961.7983,416.4532,-667.7373,1146.472,387.9804,-317.3584,1040.9857,396.313,-743.7154,1168.6886,376.103,-351.6762,1061.3276,387.377,-810.7752,1170.5632,371.568,-378.2263,1062.5799,380.9156,-785.8972,1161.2639,376.2067,-337.0639,1058.2468,383.2946,-739.8695,882.8713,571.378,107.4797,826.4777,570.4712,-107.4145,990.0136,663.2019,-155.188,873.2907,683.2138,-469.0071,944.3496,801.8275,10.5555,851.3231,824.1542,-378.1599,927.8477,822.3191,18.3509,836.6668,847.6936,-377.9933,1009.0699,836.6578,-112.6086,895.5704,867.4728,-562.9087
35,959.3709,348.3256,-435.5408,956.8278,334.8291,-401.3164,957.7436,334.5803,-401.4747,958.6192,334.313,-401.6259,949.3964,334.6221,-433.1144,945.016,334.2408,-433.1298,940.1665,334.1372,-433.0926,945.8851,338.3087,-233.8569,921.52,340.8263,-375.8962,958.1261,361.8185,-371.8303,949.6405,362.2508,-413.585,961.6311,410.1412,-96.8192,885.2349,407.7247,-453.1197,1054.0231,404.6401,-183.3325,962.0651,417.4738,-691.7879,1145.8521,389.2745,-371.5033,1040.5918,394.6603,-763.6843,1168.4469,376.5917,-409.6234,1060.7589,385.1696,-832.0786,1170.4602,371.805,-436.0953,1061.9956,378.9189,-806.7977,1161.4265,376.9988,-391.9057,1057.7713,381.7362,-759.5821,882.8812,571.0483,107.3162,825.6549,571.0834,-107.238,989.7267,664.351,-163.2034,873.2838,683.5176,-477.1674,944.5932,801.9037,14.3651,852.0055,825.8048,-377.0441,928.2318,821.7415,24.0313,836.6848,849.5346,-376.1148,1009.2486,836.5669,-107.8483,895.5674,867.4608,-565.8088
36,962.4011,376.424,-405.5751,959.5366,364.5795,-370.473,960.3337,364.5184,-370.6136,961.0368,364.3853,-370.7545,952.6417,363.8683,-402.4091,948.3755,363.4127,-402.4264,943.5309,363.2559,-402.3641,948.2377,369.4595,-208.5578,923.0938,371.035,-352.1163,961.1824,389.7055,-345.2796,952.4995,390.4951,-387.3568,965.296,437.0837,-87.5658,886.259,436.7199,-433.2471,1056.7757,433.6353,-175.7266,959.9284,450.4352,-683.8583,1146.1356,416.0062,-354.0934,1039.3134,424.0887,-782.7286,1168.4498,402.8177,-389.7253,1059.5176,413.0939,-853.0654,1170.7254,398.7012,-413.4343,1061.7867,405.9587,-827.3415,1161.8147,403.0753,-373.223,1057.0817,409.3611,-779.5964,878.499,591.7526,107.3189,824.3186,589.4328,-107.2283,993.4501,666.0844,-224.5416,876.3556,683.6823,-496.8145,944.6812,802.9559,-61.9646,852.5566,826.6453,-372.9439,928.2151,821.9636,-52.7913,836.7038,849.446,-369.119,1010.033,836.395,-187.5073,895.0712,867.4389,-550.197
37,963.0873,378.5065,-435.4189,959.9529,366.233,-403.3209,960.6917,366.0892,-403.4709,961.3526,365.9658,-403.6307,953.3738,365.6992,-437.8205,949.2168,365.2172,-437.8394,944.4605,365.105,-437.7857,948.0919,370.55,-246.1898,923.7078,371.9186,-402.2144,961.5377,392.1634,-375.2078,953.0037,393.8463,-420.8538,964.8433,437.4948,-119.3012,886.6675,438.1711,-466.8298,1056.0297,434.9917,-173.2827,963.7669,452.3824,-691.0087,1146.5267,418.6769,-327.6857,1040.1696,429.1145,-764.0598,1168.7822,407.2244,-361.9687,1059.2916,418.9901,-833.7123,1171.0967,402.9521,-390.8979,1061.4394,411.5775,-808.5568,1162.451,407.5671,-348.2435,1057.0152,414.6031,-760.3171,879.8229,593.1764,104.0002,824.622,591.6329,-103.8302,993.8133,667.1012,-229.1181,876.2885,683.18,-510.2185,944.6356,803.3854,-71.5467,853.0136,826.9672,-380.4116,927.7374,822.5087,-62.9838,837.2769,849.3558,-375.9122,1009.9588,836.3108,-202.4576,893.909,864.6956,-560.4115
38,963.6312,378.0203,-411.3246,960.3542,365.2364,-378.1189,961.1596,365.028,-378.2665,961.9001,364.8913,-378.4192,953.4726,365.3628,-412.0958,949.125,365.166,-412.1111,944.3243,365.1005,-412.0642,948.0521,370.1433,-221.291,923.8689,371.9145,-374.8856,962.0147,391.9334,-351.6893,953.4313,393.5491,-396.5716,964.56,439.3532,-103.4053,886.6364,438.133,-450.7096,1055.4736,436.4173,-178.5947,963.3471,451.1401,-685.1072,1145.5629,419.6934,-342.0657,1040.6956,428.6945,-761.1967,1168.5871,407.2404,-378.0487,1059.8145,418.1428,-830.8068,1170.8936,402.6377,-404.2931,1062.0596,411.0011,-803.465,1161.8241,407.6426,-361.6412,1058.2711,414.0975,-756.5967,880.4298,593.8566,102.802,823.7115,591.9422,-102.6196,993.9316,667.3273,-217.385,876.4331,683.2414,-504.2319,944.4592,803.3595,-37.2981,853.6543,826.9051,-384.4412,927.2303,822.8994,-27.1479,838.6585,849.2867,-380.9487,1009.3839,836.2543,-161.1706,893.9402,864.0403,-567.2678
39,965.8288,421.5952,-380.3024,962.6229,407.903,-349.6753,963.0513,407.5169,-349.7805,963.3786,407.1972,-349.8983,956.6729,408.9924,-393.0418,952.7353,409.0153,-393.1076,948.2917,408.8318,-393.019,948.7949,413.9976,-218.9893,927.4927,415.2136,-365.0111,963.5573,435.1895,-326.6751,955.3131,435.5367,-389.1716,965.0221,477.2678,-84.9448,887.286,481.2862,-444.9694,1057.8612,473.9061,-126.135,963.124,488.7612,-673.363,1149.3336,458.1808,-251.6634,1044.8336,463.1301,-716.3744,1173.4551,446.1649,-276.9373,1065.1528,456.1144,-785.275,1175.7921,441.5342,-307.9964,1067.1151,448.3676,-754.4816,1167.3652,445.702,-271.8868,1061.9047,450.4464,-709.5696,871.7626,626.8305,102.9792,818.4338,622.9283,-102.8475,996.964,672.0288,-225.3103,882.6983,682.9926,-520.0405,944.3178,804.4374,-43.4711,854.0652,826.8483,-369.508,926.922,824.9192,-30.8523,838.5409,849.1105,-366.1317,1008.4826,836.2227,-156.3021,893.9335,863.5263,-538.7045
40,965.958,423.6885,-391.818,962.7386,411.1527,-361.1834,963.2561,410.9375,-361.3047,963.6636,410.8013,-361.4525,956.6186,411.2522,-397.1521,952.575,410.9832,-397.1929,947.9264,410.6697,-397.1149,950.1454,416.1922,-218.2888,926.8851,418.2192,-367.7558,963.6714,436.7646,-337.4205,955.4666,438.2612,-386.1401,967.7991,482.4457,-110.2659,887.1297,479.2404,-444.0083,1057.9118,478.5548,-177.7344,962.3504,494.3833,-675.0872,1149.47,461.2128,-316.6502,1044.1426,471.8435,-742.446,1173.3295,449.492,-349.4081,1064.9401,462.0507,-811.1459,1175.4644,445.5755,-376.0174,1066.2629,455.2763,-783.0369,1166.9025,450.4996,-335.6737,1061.2966,457.8135,-737.5275,872.7027,629.4392,100.2889,818.4472,624.4784,-100.073,1001.4008,672.2819,-223.1345,886.4984,682.8632,-528.2944,944.8125,805.4735,-32.6741,854.1424,827.9715,-403.8456,927.0564,824.3927,-20.4739,835.9236,849.5718,-399.1135,1008.3222,836.3868,-148.2937,893.4271,864.6023,-582.5862
41,965.6337,423.7832,-414.0419,962.5486,410.9586,-384.3481,963.184,410.8675,-384.47,963.7397,410.7916,-384.629,956.2288,410.2551,-416.2756,952.1268,409.8414,-416.3178,947.3895,409.8904,-416.2522,950.2028,414.9186,-237.5853,926.6045,416.2322,-379.9878,963.5082,437.1454,-357.9832,955.197,438.9485,-400.624,967.3336,483.1406,-125.0739,887.0264,480.0144,-448.4519,1057.6244,481.6209,-190.9819,964.1562,493.9437,-673.1682,1148.7828,463.8052,-334.1642,1046.6545,472.0786,-719.7873,1172.9631,450.9305,-367.7467,1090.3038,472.1778,-784.7891,1175.2855,445.7089,-391.1746,1070.2565,454.0416,-757.446,1165.6728,450.6272,-351.5917,1064.1862,457.0561,-714.3403,873.9136,630.1301,95.7563,818.5459,626.4884,-95.51,1002.439,672.6967,-225.4359,885.743,682.7645,-516.2327,944.5882,806.8507,-31.1704,854.2783,828.2216,-386.1356,926.9863,824.347,-17.8517,834.8731,849.4639,-381.0103,1008.0775,837.4328,-144.6768,893.0077,864.9579,-562.5369
42,965.9311,423.2806,-430.8598,962.5348,409.774,-401.6022,963.1722,409.5592,-401.7231,963.747,409.4636,-401.8868,956.1561,409.7363,-434.7714,952.0722,409.4341,-434.8123,947.3399,409.3562,-434.7504,950.0672,414.5048,-254.9357,926.6968,416.3307,-406.0111,963.8537,436.7627,-374.6662,955.7028,438.5657,-419.1024,967.3574,483.6735,-140.2716,886.9622,480.5003,-470.987,1057.429,482.6445,-204.975,966.2025,492.9649,-686.6894,1149.1833,463.6656,-353.5951,1046.5303,471.7813,-750.2844,1173.1515,451.0511,-388.1205,1082.4873,463.8094,-819.7044,1174.975,445.808,-413.8465,1069.352,454.437,-792.4865,1165.4816,449.9999,-372.0537,1064.5287,457.5397,-745.5851,873.2389,628.9077,96.5454,817.8058,626.2843,-96.3146,1002.7817,672.7516,-214.8206,885.0105,683.0025,-532.8052,944.2513,807.0405,-5.5787,854.384,828.1605,-395.1389,926.701,824.3027,11.4899,834.8819,849.0165,-388.43,1007.8942,837.6616,-114.3328,891.2381,864.7191,-570.6924
43,966.7144,460.845,-374.9161,964.0316,447.5299,-345.2666,964.5214,447.1783,-345.3592,964.8716,446.8756,-345.4934,957.5915,447.9642,-376.904,953.4973,447.9326,-376.9571,949.1692,447.8387,-376.8736,950.7728,452.1572,-210.817,928.1442,453.2932,-352.3428,964.4131,474.2516,-324.0737,956.2939,474.2967,-365.9286,968.925,514.9761,-138.7772,886.9634,515.0828,-423.0498,1060.499,512.4009,-162.7322,975.7511,540.8638,-600.3272,1150.5984,494.9177,-279.0854,1046.4254,504.6274,-626.2763,1174.1708,484.3871,-304.3473,1075.2744,495.4174,-684.1492,1175.6355,480.4115,-327.5509,1068.6798,488.6688,-657.8382,1167.0363,484.1412,-295.4806,1063.9476,490.6777,-620.3033,871.9798,656.2165,94.2924,817.3959,652.0025,-93.9969,1005.456,675.5615,-205.8737,889.1683,686.16,-516.6065,944.7036,808.1773,-10.8227,854.5734,828.3419,-339.0624,926.6912,825.8075,6.6124,835.1722,848.9435,-323.7383,1006.8645,838.2667,-109.2471,891.5452,864.7022,-464.1657
44,966.5148,459.2039,-428.2878,963.7952,446.8262,-399.6515,964.3114,446.6713,-399.7589,964.683,446.5976,-399.9208,957.2771,446.8475,-430.5621,953.1645,446.6242,-430.6255,948.7807,446.494,-430.5759,950.6954,451.8592,-256.5694,927.8789,454.3244,-396.8614,964.3055,472.771,-373.8148,956.2887,473.7698,-414.9626,971.0635,519.248,-146.8799,887.1194,514.4693,-462.3133,1060.797,518.2803,-209.9643,975.0651,530.0743,-662.0274,1150.5326,500.0894,-344.7279,1045.6713,509.4785,-713.0512,1173.8694,487.3863,-374.5999,1066.4917,500.5177,-776.6824,1175.447,482.3869,-397.4991,1066.0522,493.8013,-749.3423,1166.5537,487.2489,-361.4981,1062.7314,496.0088,-707.7572,872.5326,655.9222,95.0861,817.9704,654.8477,-94.8071,1008.2129,675.3255,-193.3935,891.7758,686.9299,-539.159,944.9472,807.6009,15.4847,854.8059,828.1161,-368.9516,927.4128,825.3229,31.734,835.0006,849.3252,-353.4366,1007.0286,837.679,-80.0002,892.2132,864.6988,-493.5824
45,966.3662,461.6218,-472.6799,963.5897,448.2571,-442.5129,964.1168,448.1476,-442.6387,964.528,448.1572,-442.8121,957.1143,448.4703,-473.0232,953.0922,448.4771,-473.088,948.672,448.4166,-473.0436,951.038,452.955,-288.6082,927.7526,455.9673,-428.1924,964.2503,474.8531,-414.2276,956.199,476.6899,-455.1803,971.1698,519.7709,-163.9902,887.0995,514.9841,-483.807,1061.0474,519.4368,-226.1946,968.0049,532.869,-694.2167,1150.235,500.4936,-364.4263,1043.9187,511.3058,-766.3569,1174.3499,488.325,-395.9712,1068.596,515.8462,-833.5836,1175.5443,483.5491,-421.2631,1065.2035,495.6813,-808.484,1166.3505,487.7954,-382.3331,1061.4819,497.3901,-762.667,872.6693,656.8218,95.6277,817.8136,656.3435,-95.3643,1008.9173,675.5839,-186.9641,891.473,686.8535,-555.8712,945.074,806.5646,25.4397,854.7965,828.092,-387.6019,927.821,823.8972,41.3953,834.2863,850.1865,-374.6911,1007.2667,837.3201,-72.3153,892.3559,864.6575,-534.3237
