Frame,0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z,21_x,21_y,21_z,22_x,22_y,22_z,23_x,23_y,23_z,24_x,24_y,24_z,25_x,25_y,25_z,26_x,26_y,26_z,27_x,27_y,27_z,28_x,28_y,28_z,29_x,29_y,29_z,30_x,30_y,30_z,31_x,31_y,31_z,32_x,32_y,32_z
21,970.4289,286.5702,-310.2517,980.2359,270.4653,-275.0253,985.5884,269.6713,-275.0789,990.4555,268.6561,-275.1549,963.3877,271.4141,-270.0454,957.1883,271.1779,-270.0546,952.2209,271.0181,-270.06,1000.7111,270.6296,-69.958,945.1798,273.424,-45.1474,983.3774,298.9173,-233.2763,961.1896,299.1841,-226.5188,1054.0891,364.0308,25.341,899.3134,357.72,36.7383,1076.3668,474.9339,-216.5257,857.4958,459.2409,-206.6764,989.8309,383.7963,-533.0623,963.2073,390.5347,-523.7677,979.0408,349.5615,-601.4161,974.3413,360.5789,-592.8908,978.1141,346.3349,-566.9327,971.601,355.2177,-565.835,981.3318,354.2904,-526.0024,970.1911,364.0855,-519.9478,1014.3004,577.6787,-2.4345,919.419,572.8464,2.4625,1101.0244,744.378,-335.5255,850.6721,746.2443,-338.8273,1104.6467,924.2544,-71.4566,845.5604,924.4469,-45.9591,1085.4251,953.5332,-58.0546,856.3535,954.4053,-28.5532,1130.7417,983.1047,-293.9137,816.2176,978.4774,-249.911
22,973.6168,295.8437,-285.7208,983.8423,280.441,-248.6736,988.4489,279.5719,-248.7421,993.1878,278.6595,-248.8458,966.5594,280.8695,-245.2677,959.5136,280.2872,-245.2768,954.0573,279.8851,-245.2753,1003.0678,279.9177,-41.4597,946.5634,280.6693,-24.9774,985.6892,308.8853,-208.3945,963.9993,309.6497,-204.1478,1054.6686,372.3897,48.299,899.7878,362.7526,56.1472,1077.7594,483.571,-194.1176,860.3616,463.3934,-184.5684,994.0494,394.3588,-508.5541,963.0754,395.0628,-500.276,984.8677,361.344,-576.5479,975.0964,365.3941,-569.065,984.5582,354.4866,-543.4784,972.4826,358.5459,-542.8956,986.3501,366.5591,-502.4114,970.7537,369.4487,-496.8637,1014.5008,584.3318,-3.9087,919.6692,578.1091,3.95,1107.5665,744.98,-324.2483,843.9333,747.6627,-363.3938,1104.6942,924.2332,-82.1195,845.1259,924.4339,-77.8771,1083.5471,953.653,-70.6282,857.2997,954.9047,-60.9359,1134.1195,983.0249,-299.5826,815.3794,978.802,-279.4294
23,974.0975,299.1024,-324.9309,984.3914,284.0057,-290.0314,989.2589,283.2739,-290.1018,993.7134,282.6137,-290.231,966.9352,283.0665,-285.6712,960.122,281.8826,-285.6946,954.8288,281.1751,-285.7015,1003.3181,282.2463,-84.4275,947.648,280.7449,-62.7678,986.1432,311.0034,-247.4729,964.4767,312.0938,-241.7352,1054.6861,371.2079,15.5297,900.6427,364.0788,26.2383,1080.7244,484.4008,-233.2987,860.6585,464.3706,-224.6442,995.5008,399.9205,-554.204,963.2257,401.4481,-556.4133,984.1825,362.6921,-624.3228,975.8441,372.807,-629.3059,983.9449,356.5333,-591.9111,972.7179,363.2142,-601.8708,986.3511,369.6487,-548.879,971.0655,375.4323,-552.9703,1014.789,585.6394,-5.7403,919.6738,579.6571,5.7855,1109.3167,745.2859,-320.0146,841.3,748.8728,-356.9526,1104.8166,924.3032,-76.6426,844.0083,924.5385,-70.8742,1083.512,954.3546,-64.9835,857.5338,955.0602,-53.7076,1134.7675,983.0228,-296.3234,812.5872,978.8019,-272.6505
24,974.0512,298.1349,-307.7093,984.3225,284.0124,-273.0531,989.4383,283.3184,-273.1169,993.7669,282.3482,-273.2358,966.87,283.5802,-268.5779,960.2439,282.7024,-268.5924,955.027,281.7252,-268.5881,1003.399,282.0855,-70.0465,947.8233,281.2543,-48.4534,986.197,310.3835,-231.3012,964.3567,311.4657,-225.5634,1054.6761,371.4487,24.6201,900.7311,362.927,36.3044,1081.1248,483.3903,-217.9911,861.2038,464.2899,-211.7818,995.1432,398.3275,-530.8898,963.9664,402.9493,-534.5013,983.3298,362.4537,-601.1554,977.0651,373.965,-606.6331,983.5288,357.7455,-571.9088,973.1291,364.7151,-579.5182,985.8566,368.7391,-526.7876,971.8299,376.3235,-530.8988,1014.9286,585.9619,-6.7098,919.6712,580.7844,6.748,1108.9223,745.2582,-312.3802,839.9289,750.0205,-342.3654,1104.8142,924.5474,-72.4889,843.379,924.9602,-63.9444,1082.8767,955.06,-60.7421,857.8523,955.4561,-47.3206,1136.0584,983.0828,-288.3321,811.2415,979.0112,-262.8484
25,974.7713,341.6879,-346.4616,984.3796,325.8547,-313.7989,989.4975,324.3906,-313.8336,993.8224,323.2257,-313.9467,967.0342,326.6568,-308.2163,960.547,325.7292,-308.2672,955.409,324.9909,-308.2685,1003.5592,324.7206,-116.2534,948.4706,327.3536,-88.4367,987.1189,354.7514,-271.2596,966.0909,355.0345,-263.8445,1056.0519,412.3296,-9.6468,902.2833,407.1082,9.5065,1081.3282,524.7339,-220.1266,865.2486,508.6577,-210.34,997.4478,437.1443,-498.126,964.2388,438.7597,-503.8872,987.4901,398.7306,-562.8323,976.7955,403.6078,-566.07,987.0427,394.8879,-534.8554,973.117,398.6868,-537.8083,988.1625,406.1056,-491.0397,971.8413,409.7886,-498.8615,1015.0033,610.5558,-7.4001,920.1995,604.5505,7.4359,1116.1323,749.8876,-347.6495,830.8485,756.0067,-374.2531,1104.6299,924.7216,-60.2385,842.5361,925.5607,-66.0852,1081.5055,955.063,-43.5018,858.1464,955.6953,-46.2013,1136.1531,983.0097,-261.6455,810.2283,980.0192,-256.6869
26,975.7542,346.0751,-486.076,985.6107,330.0528,-453.9601,990.4731,329.2887,-454.0235,994.9523,328.4007,-454.1913,967.7264,329.8509,-449.2738,961.1629,328.9408,-449.3372,955.8697,328.0155,-449.3271,1004.6603,329.3073,-244.6007,949.4019,328.6276,-220.5401,987.7769,359.0296,-405.5997,966.6197,361.0688,-399.2051,1056.5044,415.5177,-120.2301,903.2237,408.6467,-102.949,1081.3275,531.9775,-397.0892,865.5555,516.8418,-374.029,1000.1649,444.2925,-751.7333,962.7254,448.0607,-737.2275,990.6729,409.6501,-823.7716,976.4341,413.5018,-813.5086,989.7336,402.6849,-789.2357,972.9096,407.0726,-782.0445,990.6794,414.8875,-745.5239,971.4811,418.7669,-733.2839,1014.9639,614.8474,-7.278,920.0202,607.3117,7.3136,1118.1865,750.1623,-371.7702,830.3828,756.8706,-434.8653,1104.6264,924.9361,-97.3889,842.0883,925.7447,-124.0497,1081.515,955.1464,-82.829,858.1924,955.5328,-104.6291,1136.86,982.5622,-312.1199,809.8569,980.1732,-329.2448
27,976.1817,342.7582,-522.6817,986.2011,327.2579,-489.5528,991.2956,326.3729,-489.6251,995.5761,325.6834,-489.7959,968.1005,326.9481,-485.8294,961.702,326.085,-485.8898,956.2802,325.434,-485.8832,1005.5442,326.6224,-275.9449,949.8818,326.6683,-256.3049,988.1724,356.4557,-441.0095,966.5544,358.1144,-435.8223,1056.6027,416.4968,-152.0498,903.6186,409.7444,-137.3771,1081.2601,532.1735,-444.9383,866.0233,515.4795,-422.8528,1000.7238,450.2917,-825.6991,963.8155,450.5026,-805.445,990.3223,416.3523,-903.8785,977.4517,419.9988,-887.0165,989.5026,408.4853,-871.2116,973.7493,411.1004,-856.4492,990.9028,421.1796,-821.3539,972.4186,423.2999,-802.535,1014.6875,615.9141,-7.1691,918.9821,608.4873,7.2041,1117.9714,751.8358,-351.1874,830.6784,758.7153,-426.764,1104.3047,926.0,-82.1913,841.8735,926.1625,-107.3228,1080.7815,956.2202,-69.2734,858.3142,955.5225,-88.0512,1137.5392,982.4036,-304.8344,809.4502,980.4158,-315.4221
28,976.3285,342.3136,-491.6095,986.2667,326.5871,-458.8411,991.5611,325.6928,-458.913,995.6569,324.8345,-459.0819,968.3469,326.583,-455.2247,962.2662,325.9245,-455.2774,956.77,325.3662,-455.2633,1005.6129,325.5367,-247.1181,950.4995,326.5713,-228.5789,988.4581,355.2951,-410.5411,966.7663,356.3037,-405.6923,1056.6123,417.2669,-124.3029,904.0652,410.1643,-111.0804,1081.628,532.6837,-399.7133,866.0275,515.2474,-383.9114,1000.523,450.0239,-764.7119,964.3736,450.3622,-751.9207,989.4033,415.7616,-840.2319,977.5548,420.2991,-830.0595,988.8112,408.9855,-809.1169,973.7408,410.8392,-801.5395,990.4581,420.6125,-760.4522,972.5027,422.179,-749.2718,1014.576,615.1978,-6.8783,918.7381,608.7459,6.913,1117.3124,751.7161,-347.2041,830.3668,760.553,-415.6159,1104.173,926.262,-88.7005,841.7883,926.6567,-108.0074,1080.7272,956.4539,-76.3222,858.4179,955.6829,-89.4382,1138.1494,982.5987,-309.0201,809.3006,980.4838,-314.8316
29,976.9926,409.0578,-694.169,986.566,391.503,-663.3766,991.668,390.345,-663.431,995.9211,389.1438,-663.6081,968.8543,391.966,-659.1687,962.7134,391.3725,-659.2969,957.4524,390.7988,-659.3478,1005.8976,390.3075,-442.8781,950.866,391.51,-418.8147,988.6435,422.2024,-607.7718,967.5916,424.9693,-601.3185,1056.8473,476.8853,-284.8697,904.4732,468.4801,-282.1755,1082.8439,591.7283,-583.9207,867.647,571.1511,-577.2049,1000.887,511.4155,-978.7542,966.5079,511.5821,-947.2951,990.4415,477.5728,-1056.6782,979.7607,481.7912,-1027.6487,989.3753,470.7833,-1021.5294,975.2816,471.013,-990.9326,990.9758,485.0586,-973.3389,973.9346,485.8366,-941.0614,1014.5047,655.2545,-5.7938,918.8791,650.0338,5.8407,1120.3582,760.0559,-471.3964,824.0115,765.6825,-525.9459,1104.1808,926.8721,-156.6578,841.8264,927.2345,-185.7111,1080.8202,956.8159,-139.2731,858.926,956.3325,-164.3632,1139.2091,984.3329,-386.127,809.2732,981.1632,-407.8449
30,976.9647,411.1721,-660.8253,986.5843,394.3801,-627.6184,991.7928,394.0246,-627.6621,996.0392,393.408,-627.8184,968.8153,394.2674,-623.181,962.6983,393.7761,-623.2868,957.4433,393.2044,-623.2883,1005.8421,395.1109,-414.6447,951.2508,395.8232,-390.1349,988.6622,425.7721,-579.512,967.5347,426.4239,-573.0571,1056.8533,480.8874,-292.9541,905.1591,474.4749,-270.6754,1082.416,593.1402,-616.7733,867.4357,577.5268,-595.4613,1000.531,506.2159,-986.7043,966.4837,513.1269,-972.1306,990.893,473.2862,-1063.5139,977.6373,479.5462,-1053.7475,990.5715,467.2622,-1022.1955,973.8074,472.7182,-1011.0986,991.6624,477.9863,-978.4457,973.2167,483.7399,-964.6613,1014.5052,664.0928,-6.1351,919.0364,656.781,6.1658,1121.6087,760.969,-505.9116,820.9862,766.397,-549.7366,1104.1596,927.0386,-212.018,841.8194,927.0196,-225.4387,1081.8808,956.4183,-197.0316,858.9237,954.7913,-206.2569,1139.0639,983.9994,-448.0192,809.0478,980.5528,-447.5841
31,977.707,412.6537,-765.306,987.4294,396.7853,-731.132,992.6007,395.9271,-731.1904,996.6386,395.1464,-731.3686,969.6931,396.6634,-727.6928,963.6726,395.9554,-727.799,958.0917,395.2946,-727.7884,1006.0384,394.902,-505.9628,951.8575,396.1317,-487.5638,989.104,426.6555,-679.658,967.7803,428.0758,-674.9886,1056.9881,482.954,-368.598,905.1343,476.2097,-350.0731,1082.3789,598.3434,-713.612,867.8967,583.7076,-694.1418,1000.7942,512.4177,-1100.1466,966.454,514.9673,-1093.2931,990.8758,480.3283,-1179.1465,977.7214,483.4492,-1177.5783,990.5842,473.2297,-1135.988,973.8113,475.4108,-1132.0259,991.8514,484.2839,-1091.6277,973.2114,486.9174,-1084.8649,1013.3432,665.7266,-5.6251,918.8208,657.322,5.657,1122.0575,761.1035,-520.1823,820.0085,765.6574,-588.6032,1103.5887,927.763,-244.9785,841.7982,927.0712,-269.0089,1081.906,956.4244,-233.8079,858.9448,954.6315,-252.1805,1139.2783,983.9625,-497.6412,808.7862,980.4093,-507.5684
32,978.7638,410.4321,-803.2019,988.2035,395.0434,-768.2798,993.4221,393.8597,-768.3249,997.4316,392.7035,-768.5148,970.5525,395.3046,-766.0438,964.7175,394.441,-766.1539,958.9701,393.5679,-766.1567,1006.4842,392.5954,-539.4464,952.7045,394.7684,-527.023,989.9501,423.0847,-716.2351,968.7986,423.2563,-713.2968,1057.0283,483.0889,-396.4395,905.084,475.7838,-383.3987,1082.1791,599.564,-736.1984,867.7504,582.5013,-729.3716,1000.71,511.2524,-1114.3965,968.2055,514.585,-1123.0927,990.5705,478.5189,-1191.1689,978.4408,483.1848,-1205.4646,990.379,472.8131,-1146.6216,974.0862,475.1627,-1160.1018,991.7218,483.1274,-1105.0956,973.8645,486.8927,-1114.6896,1012.8795,663.9099,-4.4444,918.6773,656.6626,4.455,1121.858,761.6373,-499.4491,819.5766,765.2997,-564.5258,1102.8585,928.35,-202.5226,841.902,927.0769,-227.1821,1081.9704,956.3338,-189.3757,859.2753,954.6405,-209.0925,1139.268,983.8351,-448.8186,808.3717,980.327,-461.1567
33,978.3625,455.0816,-816.5401,987.813,438.468,-781.8622,993.1249,437.7592,-781.882,997.1682,436.8625,-782.0351,969.788,438.3336,-776.3984,964.0271,437.4882,-776.5382,958.1807,436.47,-776.5386,1006.1871,437.4499,-554.4613,952.6199,438.6131,-526.5318,989.7142,468.3488,-730.3586,968.3228,467.7163,-722.8475,1056.9556,519.6355,-416.2917,904.9589,511.8294,-385.4385,1082.1465,633.7986,-768.9367,867.7086,614.8861,-742.9265,1000.1732,547.2734,-1144.2914,967.7922,551.8333,-1130.1715,990.4716,513.2137,-1221.3559,977.1626,519.0738,-1211.7287,990.2395,508.9641,-1172.4493,972.6554,513.4618,-1158.008,991.5543,517.8122,-1133.1673,973.1422,522.86,-1117.6904,1013.6853,692.2439,-5.6302,919.7248,686.8654,5.5895,1123.3143,764.3499,-610.1424,816.4205,768.2607,-628.7038,1102.4914,928.4821,-248.046,842.0735,927.1786,-260.5504,1082.1986,955.1015,-227.6432,859.9825,954.4888,-239.038,1138.1883,983.6474,-489.2299,808.3948,980.4209,-496.3538
34,978.3068,454.4353,-686.165,987.9242,438.0535,-652.0539,993.2544,437.3698,-652.0949,997.3355,436.7464,-652.249,969.7877,438.264,-647.7284,963.9967,437.4389,-647.8273,958.1739,436.7784,-647.8285,1006.3521,437.0727,-434.0032,952.692,437.7466,-412.0027,989.6875,468.8198,-602.8711,968.2583,470.1873,-597.0334,1057.071,525.0874,-308.5046,905.1235,516.3265,-288.2002,1080.3849,641.2786,-624.699,867.9708,622.4828,-606.012,1000.3159,551.963,-985.6802,966.8401,556.7626,-975.132,991.0083,520.7421,-1060.6879,975.9424,523.9595,-1054.1481,991.0141,513.285,-1019.4174,972.3949,517.0023,-1011.3234,992.1957,523.6575,-977.2644,972.766,527.9274,-966.8562,1012.2456,696.8595,-5.6097,919.6569,690.0323,5.5654,1123.0516,764.692,-552.7619,816.1156,769.9563,-587.2466,1102.3534,929.0186,-257.5308,842.2384,927.831,-274.5711,1082.7984,955.0224,-242.097,860.0557,954.8992,-256.833,1137.5598,983.6354,-491.9847,808.3686,980.3681,-501.2159
35,978.5299,454.9606,-831.029,988.032,439.7885,-795.8163,993.3883,438.6067,-795.864,997.4868,437.2607,-796.0435,970.0505,439.9259,-793.2714,964.2794,438.8742,-793.3958,958.5322,437.9104,-793.3939,1006.4112,436.0916,-565.9506,952.9825,438.5466,-552.5582,989.8027,467.6384,-744.016,968.4342,467.9726,-740.8142,1057.0845,525.8375,-422.9474,905.1062,516.4935,-402.2975,1080.5357,644.2189,-768.1874,867.8935,625.4522,-747.8539,1000.2748,554.3249,-1144.8879,966.5376,557.9879,-1142.4622,991.0387,522.6467,-1220.5942,975.9343,526.027,-1223.0462,991.6188,516.6276,-1177.5528,972.4044,518.8468,-1176.2377,992.5578,526.3764,-1135.7248,972.7542,530.1574,-1133.0468,1011.1847,696.2117,-5.3632,919.4405,689.1617,5.3234,1123.3217,765.4783,-565.8963,816.3373,770.1434,-609.9641,1102.3428,929.8752,-244.8505,842.3479,927.9703,-264.5572,1083.044,955.0791,-229.3659,860.0487,954.7972,-246.0582,1136.6131,983.516,-492.4473,808.749,980.3661,-502.7275
36,978.9281,453.8735,-751.869,988.4062,439.0739,-717.2661,993.7336,437.8564,-717.3298,997.8226,436.6541,-717.5153,970.5803,438.8514,-715.42,964.883,437.6308,-715.5216,959.0823,436.5244,-715.5206,1006.5459,436.2017,-494.7611,953.2659,438.2511,-484.0533,990.0191,465.8794,-667.3612,968.7139,465.0653,-664.9528,1056.9751,525.0485,-362.0553,905.0874,516.0094,-348.3548,1080.539,644.8336,-691.6359,867.8434,624.8077,-677.7971,1000.2312,554.2589,-1063.2664,966.5168,557.6466,-1059.6537,990.9036,523.1338,-1139.2197,975.9128,524.7247,-1139.0197,991.509,517.1178,-1098.1523,972.3801,517.6815,-1097.6937,992.4724,526.8313,-1055.0333,972.7499,529.2999,-1052.4581,1009.5637,696.5595,-4.7381,918.6923,689.9421,4.7411,1123.5412,766.0542,-545.4811,815.9825,770.7321,-596.5117,1101.9295,930.8193,-243.1186,842.4437,928.1553,-267.2534,1083.0499,955.6895,-228.6011,860.108,954.7888,-249.386,1136.5307,983.444,-484.2135,808.8219,980.3133,-499.711
37,978.9475,507.216,-802.4907,988.2941,491.2742,-768.3443,993.5315,489.9886,-768.3746,997.714,488.6171,-768.5308,970.5608,491.4658,-765.5799,964.8589,490.3951,-765.7127,959.0716,489.2784,-765.7056,1006.4222,488.021,-540.9221,953.1857,490.1485,-525.5263,990.0087,520.711,-715.5328,969.0717,520.7908,-711.6466,1056.9624,571.0994,-405.0296,904.704,562.9692,-383.6866,1080.3773,690.5283,-741.3864,865.7187,672.7906,-725.8723,999.741,604.1363,-1101.8794,967.0398,605.9087,-1087.5507,990.1472,569.4442,-1174.2121,977.5043,572.2531,-1161.0982,991.3043,563.7212,-1127.5715,973.4023,563.904,-1107.7733,992.2166,574.79,-1091.0005,973.7432,578.0844,-1073.5471,1012.1039,738.2476,-5.793,921.4487,733.0545,5.8047,1124.6117,768.9471,-656.2015,816.8341,771.0248,-669.557,1101.8746,930.9502,-298.1866,842.5954,928.7851,-306.9854,1083.1737,955.6904,-275.9752,860.0269,954.79,-283.8765,1135.6438,981.8125,-527.8538,809.2859,980.3762,-530.7137
38,978.7303,507.3734,-667.7991,988.2524,491.2806,-631.9901,993.5076,490.7768,-632.0455,997.6854,489.9828,-632.1796,970.2626,491.0838,-629.1522,964.2594,490.1715,-629.2474,958.7928,489.5583,-629.2488,1006.3577,490.7279,-427.005,952.9862,490.335,-412.2023,989.8277,521.8875,-591.9836,968.6726,522.5537,-588.3584,1056.5975,576.5477,-338.0589,904.7233,567.2509,-309.8163,1076.9827,690.8935,-662.1169,865.9633,673.3201,-642.0502,999.7071,601.0263,-993.1963,963.4872,608.6598,-992.9213,990.4274,570.5496,-1063.3955,973.9722,574.4593,-1064.8282,991.4959,563.4969,-1018.7017,971.2405,567.5047,-1019.8025,992.2634,573.2071,-982.5932,971.6628,578.3079,-983.3327,1012.0405,741.4129,-5.7427,921.9293,736.4642,5.768,1125.0712,769.7793,-616.179,817.272,771.6491,-648.9575,1101.6703,930.2807,-318.9557,842.6082,929.6239,-336.7474,1083.4212,954.7607,-302.5134,859.9886,954.7752,-318.304,1135.1917,981.0877,-548.5058,808.6279,978.9312,-563.1801
39,978.7119,507.9607,-716.0296,988.2278,492.9012,-678.3775,993.4876,492.0417,-678.4587,997.6678,490.8599,-678.6151,970.2541,492.4893,-676.9316,964.2049,491.3964,-677.0156,958.7866,490.4731,-677.0077,1006.3478,490.2435,-458.2213,952.8945,491.2826,-449.7194,989.7676,522.0025,-634.3549,968.4511,521.8865,-632.5973,1056.487,577.1699,-344.9421,904.6249,566.3864,-326.1653,1076.5742,694.7083,-680.9315,866.4641,676.0489,-658.5955,999.576,603.32,-1046.381,963.2393,608.6799,-1028.8798,990.3787,572.2031,-1120.7754,973.8678,573.7929,-1104.1183,991.5813,565.7909,-1077.8682,971.0443,566.9877,-1060.7356,992.2758,575.2126,-1037.1814,971.3768,578.2414,-1020.2121,1011.6312,740.2364,-5.05,921.9154,735.1519,5.1056,1125.8101,770.3679,-620.0454,817.3845,772.1428,-657.3734,1101.6259,930.7666,-335.8152,842.6987,929.7369,-351.5065,1083.5226,954.946,-321.459,860.0252,954.6884,-334.6431,1135.0596,981.0672,-574.6548,808.3436,978.5618,-585.4294
40,978.6977,508.1949,-697.0013,988.2089,493.6199,-659.7413,993.4711,492.472,-659.8398,997.6531,491.2717,-660.0047,970.2437,493.1852,-659.1692,964.1967,491.8739,-659.2447,958.8138,490.7532,-659.2372,1006.3416,490.4328,-440.6658,952.9227,491.6127,-437.9646,989.7386,520.5626,-615.5392,968.4392,520.2214,-615.4155,1056.2775,575.0855,-328.3113,904.6144,565.7561,-317.3735,1076.6808,694.2215,-663.4426,866.5382,677.0021,-636.2137,999.5314,605.6457,-1037.5481,963.3234,608.9286,-1000.8651,990.3306,574.2374,-1109.9214,973.9625,575.4404,-1074.6812,991.5221,567.8843,-1066.7883,971.0747,568.4014,-1035.4048,992.2499,577.2847,-1027.9417,971.3919,579.9765,-993.6946,1011.583,740.8248,-4.581,922.2119,735.086,4.6728,1126.5967,771.214,-603.6769,817.6182,772.4853,-650.3149,1101.3483,930.7902,-321.4211,842.8003,929.6228,-344.144,1083.5201,954.9483,-306.8338,859.9803,953.6971,-326.6327,1134.6224,981.0712,-555.2662,808.3812,977.7088,-572.5278
41,978.4806,529.9732,-653.0752,987.8489,513.0647,-616.1849,993.1581,512.4654,-616.2473,997.2857,511.7698,-616.3827,969.6514,512.4324,-614.884,963.4248,511.5991,-614.9498,958.3696,511.0045,-614.9401,1005.8313,511.9594,-404.7743,952.4202,511.9241,-397.2571,989.5444,544.0456,-574.9549,968.3287,544.7967,-573.405,1055.6274,595.442,-305.5292,904.6232,586.796,-291.4598,1076.1094,713.0526,-637.7394,866.4733,692.0961,-619.2223,999.4128,621.2154,-990.459,961.9826,627.6454,-969.998,990.3236,590.4493,-1061.6338,971.2307,593.1393,-1042.3644,991.4882,582.9445,-1016.5664,969.1423,586.1038,-999.5992,992.2347,592.5657,-980.2642,969.7133,596.5138,-961.4606,1011.8513,759.4862,-4.5611,924.2203,754.1657,4.6535,1126.4062,771.1574,-615.4859,818.4135,772.574,-653.0886,1101.3482,930.4891,-347.4556,842.8918,929.6309,-360.5972,1083.6445,954.9416,-333.0777,859.8257,953.6045,-343.2598,1134.613,981.1072,-577.7198,808.5816,977.6363,-583.803
42,978.2902,530.3585,-682.4606,987.7087,514.6846,-643.1392,993.0563,513.7742,-643.2353,997.1758,512.5447,-643.3978,969.573,514.5296,-643.4492,963.3309,513.6471,-643.5094,958.3519,513.1534,-643.5106,1005.708,511.7748,-425.5782,952.4166,513.653,-424.0348,989.3779,543.8037,-602.5234,968.0742,544.4598,-602.5782,1055.7385,597.8587,-322.5969,904.5921,587.1037,-311.555,1076.0591,719.2497,-666.6739,866.6187,696.0457,-646.7886,999.5397,624.7777,-1035.6179,961.7281,630.818,-1008.0103,990.671,593.6225,-1109.7875,971.5191,594.8713,-1081.8562,991.8376,587.1713,-1065.9217,969.1941,588.1826,-1038.2271,992.608,596.8784,-1026.4213,969.688,599.5729,-999.2078,1011.8327,760.2774,-4.0929,924.4724,754.9606,4.2019,1126.2353,771.9247,-627.9255,818.7234,772.6783,-666.0106,1101.3281,930.426,-338.6448,843.0622,929.376,-357.0269,1083.5928,955.1535,-322.4832,859.565,952.0425,-338.4774,1134.4758,981.1165,-569.2347,809.4785,977.3841,-583.7143
43,978.2647,531.3118,-690.9828,987.6985,516.4219,-651.8464,993.0425,515.3898,-651.9542,997.1634,514.1506,-652.129,969.5695,516.2081,-652.8687,963.3291,515.1763,-652.9314,958.3583,514.2029,-652.936,1005.6741,513.1921,-428.4239,952.4121,514.5765,-430.9285,989.2752,544.4799,-608.6545,967.8865,544.2854,-609.552,1055.5996,596.8515,-322.3171,904.4855,586.2729,-312.4288,1076.0809,720.5659,-663.4416,866.5872,697.3677,-645.0947,999.5262,626.2554,-1036.7592,961.7861,630.2949,-1008.6433,990.7822,593.9215,-1111.7826,971.6673,594.5483,-1083.1563,992.0898,588.0064,-1068.5777,969.2612,588.4157,-1040.6593,992.8035,597.3952,-1027.8029,969.725,600.1468,-1000.2093,1011.8208,761.4021,-3.6885,924.8444,755.9196,3.8123,1126.2103,772.1276,-621.2183,819.1564,772.5516,-673.7823,1101.391,930.424,-336.3515,843.3714,929.3895,-364.3756,1083.5963,955.9818,-320.4436,859.563,952.0564,-345.6512,1135.5493,981.1218,-565.0963,809.7199,977.4247,-590.4657
44,978.232,531.6916,-684.1302,987.6669,516.8206,-646.442,993.0105,515.593,-646.5353,997.1305,514.267,-646.7089,969.5665,516.6609,-646.5159,963.3348,515.4842,-646.586,958.3676,514.3326,-646.5932,1005.625,513.3629,-425.2568,952.4406,514.738,-423.8722,989.1963,544.0534,-601.601,967.8655,543.8848,-601.7243,1055.5982,596.8864,-312.4654,904.4753,586.2904,-306.1791,1076.1179,720.3376,-650.1156,866.4079,698.5066,-635.0447,999.529,627.9344,-1026.3286,962.2682,629.9962,-990.6584,990.7768,595.367,-1100.5822,971.9165,595.9542,-1063.8593,992.2141,589.5398,-1057.6634,969.5833,589.2239,-1023.2454,992.9441,599.1842,-1017.391,969.9502,600.7563,-982.8325,1011.8247,761.7932,-3.5403,925.1935,756.2229,3.6733,1126.5121,772.3414,-616.2869,819.5243,772.2952,-669.4163,1101.5861,930.4175,-330.652,843.6201,929.3862,-360.1643,1083.6755,956.0462,-314.4247,859.6097,952.0842,-341.1776,1135.6384,981.346,-557.6633,809.676,977.6695,-584.8413
45,977.96,551.8301,-654.9693,987.1727,535.2267,-618.503,992.5352,534.4592,-618.5669,996.657,533.6974,-618.7136,968.8585,534.9809,-618.1696,962.5524,534.2206,-618.2261,957.7986,533.5759,-618.2294,1004.879,533.4163,-404.5767,951.8287,533.9095,-401.3836,989.0141,565.2461,-575.1924,967.7383,566.4983,-574.7841,1054.9998,614.8407,-300.3861,904.4727,606.2957,-299.7191,1076.1258,736.3674,-643.1071,865.9143,714.8252,-633.1606,999.514,643.3515,-1016.0693,962.1728,650.4575,-973.5637,991.1789,612.1377,-1089.6621,971.1602,616.3606,-1044.6775,992.3385,604.8943,-1043.1095,968.6641,608.9487,-1000.9971,993.0169,614.5306,-1005.958,969.2583,619.3226,-963.7939,1012.5642,779.6909,-2.5601,926.3678,775.742,2.6587,1126.4505,771.0837,-616.94,820.147,770.7328,-659.1492,1101.5993,930.5992,-345.3818,843.7543,928.5053,-353.018,1083.5345,957.0486,-329.3248,859.62,951.4131,-333.3179,1136.1383,982.3208,-566.4907,809.676,977.8221,-570.6247
