Frame,0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z,21_x,21_y,21_z,22_x,22_y,22_z,23_x,23_y,23_z,24_x,24_y,24_z,25_x,25_y,25_z,26_x,26_y,26_z,27_x,27_y,27_z,28_x,28_y,28_z,29_x,29_y,29_z,30_x,30_y,30_z,31_x,31_y,31_z,32_x,32_y,32_z
24,956.7297,181.2166,-138.315,948.0513,164.0054,-113.7781,946.3597,163.5509,-113.878,944.3976,163.1388,-113.9457,945.094,163.6253,-171.5152,941.5498,163.0168,-171.5098,937.7282,162.5274,-171.5912,922.3049,169.8353,18.304,914.0963,170.4591,-239.4393,949.0705,199.0271,-82.7896,944.357,200.0975,-157.9014,919.772,264.7191,226.5207,902.7687,257.1199,-387.9494,1052.5071,267.7506,276.5474,1041.7774,266.6917,-508.7868,1165.6211,246.7186,125.2749,1164.939,242.7842,-526.0218,1200.7126,240.5832,120.0197,1203.6382,240.8926,-606.8145,1201.8713,228.0462,59.1311,1202.9342,223.1523,-569.1321,1191.2972,229.6013,91.5716,1192.8327,223.6389,-514.5586,886.7639,499.9519,194.0296,865.7623,499.2727,-194.1647,919.2644,693.0491,205.4158,909.2099,697.0046,-180.9492,904.4892,870.2241,327.6851,894.8249,893.756,-105.5575,885.1814,899.0502,332.7211,873.446,926.0403,-109.6789,978.487,906.6683,228.5637,979.2162,938.1669,-272.1384
25,957.787,182.2796,-145.2392,949.4254,164.7918,-120.1913,947.8754,164.3315,-120.2874,946.0718,163.8776,-120.3578,946.1559,164.3776,-178.2723,942.7007,163.7551,-178.2746,938.7755,163.2173,-178.359,923.8929,170.2261,14.2758,915.5429,171.0752,-244.0326,949.7321,199.7194,-88.85,944.9522,201.0715,-164.4278,921.6011,265.8988,227.5767,904.509,257.904,-393.2745,1052.8626,273.2133,283.0004,1044.8771,270.3125,-510.6985,1165.2169,249.5766,133.2062,1166.5021,245.4758,-526.5645,1200.653,243.2924,127.1589,1205.2224,241.5129,-607.6436,1201.6149,231.5244,65.433,1203.9997,224.7984,-569.4606,1190.5957,233.9338,99.2966,1193.6541,226.0773,-515.0251,883.5753,501.9439,195.3433,864.4576,501.5422,-195.4907,920.0452,693.0018,207.2538,909.8637,697.5221,-180.9185,905.2002,870.2142,330.9069,895.0076,893.7985,-105.6868,885.8694,899.0746,336.1917,873.4186,926.0709,-109.8867,979.7476,905.8255,233.4302,979.2355,939.4884,-272.8677
26,958.1359,182.782,-158.3376,949.9343,165.3895,-131.5836,948.5018,164.8811,-131.6751,946.7187,164.3322,-131.7453,946.7499,165.0427,-190.4156,943.1988,164.4237,-190.4139,939.2286,163.8709,-190.4961,924.0511,170.721,8.828,916.6944,171.8528,-252.6162,950.3199,199.8338,-99.9768,945.4361,201.3187,-176.5499,921.3515,266.7472,225.5768,906.5663,258.6465,-401.4926,1053.8182,274.7795,287.966,1047.6744,270.9422,-521.5676,1167.3451,249.514,134.0484,1169.4094,245.1792,-534.6735,1202.7025,243.3646,129.1984,1208.3178,241.5323,-616.9703,1203.9125,231.8101,68.6621,1206.9998,225.3272,-582.4226,1192.7604,234.1377,100.3438,1196.5306,226.2894,-524.7145,880.2167,501.7478,198.7583,864.3104,501.536,-198.9242,919.6493,692.3944,208.7991,910.2675,697.4756,-180.1861,905.191,870.1005,334.6666,895.0444,892.9631,-105.6236,885.8433,898.5728,340.1631,873.642,924.2682,-109.8657,980.2812,902.5631,236.3237,979.4317,936.0776,-273.8475
27,965.6174,195.6296,-205.0094,957.2401,179.1927,-174.7723,955.8217,178.7574,-174.8614,954.1779,178.371,-174.9405,953.7745,178.9145,-231.2683,950.1913,178.4751,-231.2614,946.2463,178.2388,-231.2998,932.3249,185.348,-21.1354,924.153,186.6596,-271.1563,958.5594,212.9546,-142.3488,953.5985,213.1516,-215.3786,921.061,276.2326,212.066,914.065,271.0763,-418.0629,1054.8594,287.0111,276.8922,1054.8801,285.4163,-541.53,1169.2686,256.3239,126.2276,1179.9733,254.1816,-543.433,1205.2925,251.4967,120.7002,1216.082,250.3042,-624.8046,1206.9396,240.3215,60.9009,1215.3722,235.5645,-591.2579,1195.1672,242.3351,92.6547,1205.2264,236.4327,-533.9171,864.8432,509.3184,202.941,849.5566,510.4833,-203.1763,922.948,692.5413,206.5615,915.4058,700.1166,-191.5346,905.1918,870.067,326.7186,894.9537,893.7688,-121.8345,886.0951,898.1756,331.314,873.6411,924.7027,-127.2076,980.2197,901.9923,237.6254,979.4506,935.9815,-281.5641
28,968.9405,200.1308,-196.5827,960.6672,183.5984,-167.5208,959.2661,183.2159,-167.6187,957.5891,182.8353,-167.6999,957.2271,183.2569,-225.6949,953.7469,182.8181,-225.6853,949.7868,182.5082,-225.744,935.0162,189.7874,-18.3504,927.0113,191.5852,-275.6655,961.0801,216.7956,-135.4693,955.9866,217.6897,-210.8852,921.611,278.5346,206.6589,918.7955,274.3649,-417.9591,1059.6759,289.8129,272.4443,1057.9777,290.3454,-538.9604,1172.0684,257.3897,122.1472,1182.2518,256.9846,-543.886,1207.6793,251.3659,115.7094,1218.5752,254.3846,-625.8105,1210.6878,240.3078,56.4338,1218.4979,238.2816,-593.0135,1199.5876,242.8487,88.9975,1208.9773,239.0974,-534.7235,859.4183,512.4869,204.4955,844.0069,514.0856,-204.7017,923.1648,692.5512,203.7265,915.8186,700.8465,-192.0039,905.126,870.8231,320.7137,894.9565,894.0031,-121.1675,886.1484,898.3486,325.379,874.0404,924.7725,-125.8912,980.1139,902.0667,236.9707,979.5393,935.8738,-279.7199
29,968.898,201.5981,-182.7342,960.7829,184.647,-154.1569,959.3641,184.1579,-154.2499,957.6911,183.6857,-154.3228,957.3001,184.6563,-212.784,953.8051,184.3551,-212.7709,950.1289,184.2929,-212.8331,935.0263,191.7447,-8.4242,928.5782,193.3211,-268.6987,961.7618,217.8784,-122.972,956.8761,218.981,-199.1842,923.6326,281.2834,208.0192,921.1065,277.2094,-411.5933,1063.53,291.2216,275.4336,1060.6604,292.7126,-536.0675,1173.5298,258.9514,125.873,1184.2833,257.9561,-538.1748,1209.2988,250.7916,118.1485,1219.8669,253.5597,-618.864,1211.7166,239.6961,62.2551,1218.3631,237.094,-588.711,1200.7348,242.6377,89.4764,1208.7815,238.1731,-530.1359,858.1993,513.5862,204.1924,844.0075,514.0925,-204.3875,925.6949,693.0828,195.4107,916.2211,701.1109,-191.4955,907.5515,871.3744,301.5268,894.958,894.0602,-120.2591,887.6815,898.2724,305.5819,874.3074,924.6836,-124.4125,980.6703,903.0245,220.2413,979.5042,935.0739,-271.183
30,969.4078,202.6963,-179.3581,961.408,185.1541,-151.7445,960.0475,184.61,-151.8337,958.5052,184.0575,-151.9034,958.0253,185.219,-213.1959,954.7882,184.8698,-213.1824,951.2339,184.7114,-213.2393,935.1,192.1525,-9.7238,930.0607,193.4899,-284.8248,962.4749,218.5054,-120.7965,957.7943,219.7987,-200.9418,923.425,281.6996,202.2338,921.0686,279.1282,-424.3145,1063.4541,290.0152,274.8341,1060.9831,293.6212,-546.7842,1174.9116,259.3611,125.2556,1185.4837,260.2725,-551.7154,1210.5188,250.4559,118.3724,1220.2374,254.0725,-634.2681,1212.7351,239.7395,60.3295,1218.4474,237.7204,-603.5452,1201.6926,243.1727,90.9884,1208.5989,239.4364,-543.5131,854.9817,513.0958,208.5134,844.0149,514.5328,-208.66,925.7292,693.1344,196.9496,916.8244,701.254,-194.4574,908.6939,871.422,309.5111,895.1338,894.7124,-125.9195,889.1278,897.4502,313.7623,874.2983,924.837,-130.4483,980.9526,904.2281,224.9779,979.3576,934.9111,-273.6692
31,980.2269,246.6404,-177.7431,971.5973,230.6916,-151.3703,969.9157,230.4392,-151.487,968.0647,230.1812,-151.5716,968.7789,230.8704,-213.9424,965.4279,230.7768,-213.9303,961.9825,230.7187,-213.9827,945.6127,238.0696,-14.9157,939.7211,238.7611,-296.2971,971.9306,264.8593,-121.1788,968.0473,264.5656,-203.0381,925.5131,318.3588,188.5746,926.0585,321.1032,-432.2469,1062.6395,326.642,254.2305,1065.6686,332.1234,-560.4129,1176.7476,293.3259,97.2044,1190.5883,296.8993,-555.6296,1212.6319,288.0358,90.6855,1225.2957,296.0924,-637.6747,1215.9468,278.7567,32.3068,1226.7083,281.5612,-604.9677,1203.3738,280.6215,64.5933,1216.1903,281.4142,-546.5481,838.518,538.8114,208.3541,822.9915,544.0314,-208.4521,936.9039,695.9325,199.0655,927.8061,705.9873,-205.552,908.6037,873.6583,310.2589,895.4481,894.9965,-118.0663,889.1088,899.9919,315.0062,874.2161,925.28,-116.924,981.2387,907.7811,231.8613,979.3644,933.7498,-224.9846
32,982.4183,252.0156,-173.0001,973.4137,234.6911,-146.5443,971.8845,234.1631,-146.6453,970.0813,233.6163,-146.7253,970.9565,234.7137,-208.7659,967.7709,234.265,-208.7531,964.4171,233.966,-208.8096,947.5404,240.9396,-9.7504,942.9558,241.766,-301.1429,974.7161,268.0915,-115.9835,970.7271,268.3391,-198.7653,928.2563,323.646,189.611,931.8943,326.2321,-442.3401,1064.5337,330.8643,255.4282,1067.9114,336.6723,-570.0862,1179.4003,299.7216,96.7329,1191.9543,302.9391,-554.1577,1215.3411,291.4614,89.7418,1227.048,299.7359,-636.9089,1218.6602,284.4362,31.9236,1229.1555,286.6841,-602.7074,1205.6957,287.6343,64.5832,1218.1881,287.0646,-544.4599,834.2159,544.3017,210.2134,817.9793,548.8428,-210.1903,942.8274,695.847,223.7567,931.8087,705.7371,-203.1834,908.5935,873.053,359.8161,895.741,894.9625,-65.1004,888.908,898.3683,368.8934,873.9119,925.2898,-59.0536,980.8644,909.0862,301.5837,978.9758,934.0047,-166.9374
33,982.4855,251.1414,-171.8683,973.5308,233.9146,-145.39,971.9903,233.695,-145.4893,970.1391,233.5985,-145.5456,970.8623,233.8733,-206.1319,967.5803,233.658,-206.118,964.1369,233.5719,-206.1811,947.3537,241.5588,-7.2267,943.5532,241.815,-295.1814,975.2757,267.7213,-114.6256,971.6398,267.558,-195.1584,927.8824,325.2545,188.7688,934.0009,328.8422,-437.2038,1064.657,333.077,247.0726,1069.2476,339.4873,-568.1229,1179.4933,300.8586,94.7201,1192.2437,303.5123,-554.7168,1214.2929,291.1327,89.3217,1227.7985,296.4846,-638.2289,1218.1415,282.5895,31.9331,1228.7954,283.1534,-601.3411,1205.8661,286.288,63.2668,1218.1452,285.1608,-544.0172,830.6526,545.8944,209.7544,818.0644,551.8415,-209.7346,942.2699,695.9691,222.9101,933.5937,706.2371,-202.9117,910.7137,873.6018,353.6002,896.0699,896.486,-75.1654,890.3372,899.0075,361.7746,873.4252,927.0381,-70.781,980.8565,909.585,293.189,976.3059,935.7961,-178.6787
34,981.3805,250.6313,-206.0526,972.3734,233.643,-177.348,970.9853,233.4336,-177.4311,969.3835,233.3395,-177.4766,969.4092,233.3344,-240.8762,966.1701,232.9914,-240.892,962.7474,232.8613,-240.9695,948.0798,240.3188,-33.0794,943.1692,240.7442,-319.6339,975.069,267.7177,-146.9548,971.3072,267.316,-230.2219,930.5925,326.274,163.6986,932.2089,328.7832,-460.9841,1064.6187,332.4178,218.0508,1070.5773,340.5536,-594.8654,1179.9649,302.4765,72.7392,1192.4166,304.9939,-574.0318,1214.0821,291.3785,67.8196,1228.0519,296.629,-657.3461,1218.0357,283.3275,11.664,1228.6,282.3355,-617.9102,1205.4474,287.0202,42.0395,1217.6129,284.3188,-562.1995,830.6638,546.4088,209.4824,814.9671,552.2891,-209.4483,942.3362,696.279,224.9106,932.9511,707.2109,-201.8131,910.2494,874.7224,362.779,895.7277,898.7373,-64.2424,889.8209,900.1839,371.9398,872.6098,929.4475,-58.8203,979.9199,909.9045,303.2303,976.1375,937.0343,-167.5327
35,988.7932,292.1151,-211.4186,980.6006,273.6725,-184.1417,979.0868,273.0763,-184.2251,977.2357,272.5662,-184.2623,977.9795,273.3475,-251.7571,974.8556,272.7284,-251.7806,971.3406,272.2945,-251.8474,954.1584,278.2865,-46.337,950.025,279.4376,-351.4942,980.7537,307.5145,-154.424,976.8803,306.6372,-243.1781,931.6285,357.7744,146.1178,937.9484,370.1214,-489.6424,1065.1532,362.9969,198.9737,1073.4081,370.8574,-634.1364,1182.3616,332.8443,36.7552,1194.5401,335.7746,-604.442,1215.565,321.0838,28.6625,1228.9051,327.5833,-691.4344,1219.4426,313.0576,-31.6951,1229.651,314.9417,-651.7308,1207.2543,317.2411,3.7144,1219.068,317.3348,-592.5652,822.782,566.8986,209.91,810.2965,577.231,-209.8299,944.4335,699.8144,226.3482,939.0145,710.8148,-214.2821,909.3971,876.1897,369.4462,895.7276,899.3908,-61.3721,887.9142,901.2536,378.8983,871.5538,929.385,-53.1457,978.2918,912.445,318.0113,975.874,938.1874,-139.7704
36,988.922,293.2771,-199.7264,981.0744,276.7155,-172.5416,979.7766,276.458,-172.6243,978.2271,276.2261,-172.6659,978.2584,276.6183,-237.7949,975.1179,276.3259,-237.8183,971.7534,276.2432,-237.8861,955.2377,283.2174,-35.8427,950.7579,283.8607,-328.1374,982.1141,308.6899,-143.191,978.2674,309.0773,-228.6536,933.5318,361.4694,155.4292,938.1798,371.8737,-467.3023,1066.2716,369.513,206.614,1074.0292,378.9557,-603.8321,1184.3263,337.2937,54.6648,1195.5787,341.1051,-574.7861,1217.094,327.0898,50.1678,1230.0142,332.9462,-655.2074,1221.5402,320.0252,-8.5249,1231.6175,319.7245,-610.3556,1208.6949,323.2482,23.0665,1220.1629,321.465,-559.7087,824.1734,570.4608,209.1557,808.2117,579.8753,-208.9747,946.359,700.4841,228.4941,941.8149,710.8117,-210.5698,909.3253,874.2627,370.3575,895.5234,901.629,-66.0415,887.2747,900.9495,379.7192,871.2258,930.319,-59.7292,978.2103,912.1158,320.3506,975.8923,938.7039,-153.707
37,989.6885,293.8447,-209.8021,981.8613,275.7498,-181.2928,980.632,275.5695,-181.3645,979.1351,275.5278,-181.3919,978.5739,275.7576,-247.193,975.2575,275.6217,-247.2364,971.7636,275.5323,-247.3004,955.7764,283.5964,-41.9273,950.5027,284.0403,-337.0674,983.6242,310.7364,-152.4987,979.7503,310.4172,-238.8845,934.1362,361.898,148.7656,938.3161,371.9182,-474.2128,1067.0768,367.2442,194.7627,1076.0033,380.0309,-614.5922,1186.7142,337.7504,34.0676,1197.8651,341.011,-583.0838,1217.9951,326.1062,28.732,1232.4108,332.26,-667.1791,1222.7308,320.5158,-31.3711,1233.5997,320.072,-622.7287,1210.5322,324.495,1.7804,1222.3664,322.2539,-568.9235,823.3068,572.5246,209.7007,808.1545,582.4188,-209.4726,948.1087,700.9641,240.603,945.4749,711.4676,-208.5409,909.2664,872.331,389.5097,895.5656,901.5937,-54.9048,886.0563,900.4166,399.3717,871.1349,930.2529,-47.5369,978.1374,911.9237,337.9572,975.8397,939.4596,-138.3022
38,990.2886,294.596,-186.6846,982.64,276.4808,-157.0998,981.427,276.3237,-157.1711,979.8727,276.3144,-157.1849,979.2475,276.12,-223.0638,975.9267,275.8412,-223.1216,972.441,275.7424,-223.1773,957.1237,283.699,-21.2968,951.3054,283.5532,-317.7819,984.4313,311.6046,-131.7489,980.5657,310.8221,-218.4246,936.5382,364.1852,152.6251,938.0233,371.7237,-457.6856,1067.7334,366.6667,209.0898,1076.7693,377.6733,-608.5311,1186.848,338.1704,52.579,1197.2994,341.0846,-554.9092,1217.8162,328.466,47.2504,1231.5653,334.5889,-635.479,1222.8751,322.3625,-12.1531,1233.054,322.3644,-593.2467,1210.6571,325.6825,20.4485,1222.0855,323.6963,-541.09,822.5506,573.7222,209.6553,807.4433,583.0081,-209.4174,948.241,701.633,234.9979,945.832,712.3815,-218.2316,908.3549,872.3303,361.613,895.4905,901.4783,-78.8169,884.107,900.3809,368.6898,870.5021,930.2287,-71.3849,977.7893,911.7885,323.02,975.0649,939.4349,-159.7106
39,995.9371,351.9024,-230.9245,988.3553,334.8505,-202.0978,986.8127,334.3784,-202.1784,985.0554,333.9298,-202.2302,985.2698,334.9852,-266.012,981.832,334.8436,-266.0574,978.0271,334.5525,-266.0973,961.211,340.6464,-65.6237,954.5807,341.0797,-352.287,988.2922,368.189,-175.6948,984.3788,367.044,-259.4719,943.3401,416.8608,107.4775,937.7374,423.2623,-484.7364,1075.6912,421.9071,141.7563,1075.6641,428.9433,-638.6572,1192.8478,386.6886,-18.6373,1196.8045,393.0054,-606.9906,1225.7509,375.6476,-25.9109,1232.2405,384.0173,-693.1461,1229.5933,367.38,-85.3666,1233.342,370.1709,-648.3848,1216.7168,370.689,-50.7152,1221.7596,372.1951,-593.8712,816.9058,615.401,204.76,800.637,623.3728,-204.5012,960.0542,703.7044,232.4661,955.0495,716.1156,-220.955,907.9772,873.7359,363.8422,895.7524,901.3694,-53.8727,882.2643,900.702,372.7015,870.0253,929.9537,-40.8561,976.2439,915.8449,324.0943,973.8554,939.5072,-100.6119
40,995.3012,350.9929,-228.3911,987.2936,334.7806,-200.8187,985.8039,334.4841,-200.8999,984.076,334.3462,-200.9686,984.1102,335.3415,-263.5824,980.7029,335.4054,-263.6325,977.0352,335.596,-263.6788,960.393,342.2398,-70.8866,954.2467,344.4685,-352.2821,988.9866,367.966,-175.5742,984.6428,368.9923,-257.8901,948.1758,422.9633,98.6362,936.8528,429.3205,-482.039,1076.5966,429.1434,129.5802,1075.1904,438.1408,-627.8467,1194.1924,395.6448,-30.2968,1196.5211,400.3153,-614.6995,1227.4497,383.9937,-36.866,1231.814,393.6537,-701.5268,1231.6184,377.2374,-96.8237,1232.9939,380.1471,-657.5718,1218.9305,381.1086,-62.3762,1221.3558,382.4323,-602.4611,818.3933,618.9691,199.8558,797.5736,624.4669,-199.5208,964.1119,704.0638,210.7348,954.8631,718.1163,-221.6761,908.1492,874.4897,340.4575,895.8236,901.6839,-61.7074,882.3426,900.6893,349.12,869.4967,931.3004,-44.6774,976.1435,917.7153,295.8571,973.9082,940.578,-133.4412
41,995.7604,355.7647,-222.4539,988.322,338.2588,-196.1538,987.0486,337.9841,-196.2048,985.4602,337.8125,-196.2355,984.6955,338.23,-257.9577,981.1558,338.113,-258.0525,977.2388,338.2103,-258.0714,961.1217,344.4133,-59.0889,953.735,345.4016,-330.1663,989.7382,371.884,-165.5396,984.9292,372.8872,-255.5082,947.6391,423.2444,118.8584,936.7661,428.169,-454.584,1075.6086,427.9935,159.9996,1075.0444,438.8159,-598.09,1193.5781,394.9154,-0.2368,1196.216,398.7098,-576.943,1227.3866,385.5872,-7.04,1231.6064,393.2509,-657.5343,1231.9984,380.6418,-64.6393,1232.7508,381.2911,-618.5714,1219.4206,383.2125,-31.4772,1221.1946,382.6816,-566.1785,817.6792,619.9545,197.1192,796.1563,625.4633,-196.7764,967.849,704.1842,202.577,958.6816,717.801,-225.7866,908.118,876.601,320.2294,895.8328,901.7507,-84.4513,881.7844,902.3318,327.1034,868.4463,933.0246,-72.8726,976.2451,918.4314,274.899,973.9537,940.5534,-142.9139
42,996.4827,384.1301,-216.1431,988.6605,365.9466,-190.036,987.3436,365.5829,-190.104,985.6867,365.2935,-190.1607,985.4875,366.045,-251.4212,982.0689,365.903,-251.4885,978.28,365.8782,-251.524,961.5502,373.3644,-62.5775,954.9684,375.0685,-330.6224,990.2364,400.1487,-162.3143,985.8528,400.2789,-246.2967,948.5544,454.6183,99.1929,936.5771,459.331,-454.5245,1075.4285,458.4784,125.1777,1074.5881,467.8238,-597.7646,1195.2905,423.707,-36.0657,1196.4695,429.3164,-587.5508,1229.8513,413.84,-44.9352,1232.3243,423.5403,-673.1827,1234.8225,408.5871,-102.6744,1233.8951,411.7362,-631.6912,1221.6264,411.9721,-67.1236,1221.627,413.8967,-576.9933,815.3446,646.0016,193.7035,797.1601,651.9151,-193.3322,972.6358,705.4587,216.8907,964.6893,718.3203,-223.3543,908.1223,879.6097,344.8042,897.1528,901.728,-60.3589,881.1379,905.5005,354.2189,868.1581,933.6267,-46.609,976.2639,920.6465,312.1311,973.9968,940.5542,-102.9902
43,997.5927,388.3414,-234.8381,989.5971,371.9507,-208.8741,988.3268,371.7121,-208.9517,986.7286,371.6499,-209.0357,986.1343,372.6846,-268.1915,982.7466,372.9073,-268.2612,979.0356,373.0954,-268.304,962.696,378.7819,-84.9679,955.7458,380.6791,-350.7592,992.1799,404.8855,-183.9583,987.5118,406.2784,-262.7731,950.8025,455.3743,75.4331,936.93,463.6471,-466.1454,1075.6439,460.2321,111.179,1074.2649,475.024,-607.7847,1195.1717,425.2768,-48.1725,1196.2771,432.5049,-600.8918,1230.5423,417.0342,-56.3083,1232.0816,428.9945,-684.6103,1235.6749,412.9557,-113.1459,1234.0606,417.4806,-645.2281,1222.4596,414.8152,-78.4638,1221.5311,418.2948,-590.7244,816.6813,644.9971,191.4766,796.9445,654.1603,-191.0884,975.8179,707.2265,225.4976,964.897,723.047,-222.8874,908.5663,880.1605,356.1994,897.0916,902.8945,-65.0285,882.2822,905.252,365.9117,867.9543,933.9853,-48.2605,976.2792,920.7265,323.0043,973.9526,941.8024,-124.7488
44,999.1854,392.2588,-243.3069,991.198,373.9981,-217.8548,989.9507,373.8062,-217.9378,988.3519,373.7637,-218.0344,987.5644,374.2097,-274.8105,984.0125,374.2843,-274.8839,980.0785,374.5939,-274.9292,964.3602,381.3567,-95.9327,956.0223,382.3264,-352.7846,993.2835,408.8406,-193.4618,988.5583,409.8357,-268.76,952.3698,457.5955,64.0479,936.7083,462.5343,-467.1739,1075.6508,460.1567,103.489,1073.3185,473.8136,-610.53,1194.8371,428.7596,-55.5061,1195.8611,433.9064,-608.159,1229.9054,418.8618,-64.3427,1230.4033,427.9468,-689.9141,1234.8618,414.3981,-119.1528,1233.5835,415.6701,-652.0716,1221.9994,416.6294,-84.8585,1221.2392,416.9554,-598.264,817.7169,644.4094,185.9802,795.0958,655.4291,-185.5796,976.5491,707.3787,234.1436,963.2552,724.5348,-227.3492,910.3638,879.9937,376.0419,897.0929,904.2306,-94.0807,884.8938,904.1705,386.5499,867.9691,933.9522,-83.96,976.8966,920.3442,342.8021,973.9752,942.349,-159.4133
45,999.8745,393.2749,-253.8947,991.6557,374.146,-227.6329,990.4161,373.9819,-227.7126,988.8555,373.9492,-227.8076,988.1187,374.223,-285.1528,984.6428,374.2272,-285.2256,980.7386,374.5381,-285.278,965.2058,382.2468,-103.0776,956.4113,382.808,-362.5859,993.6562,409.7605,-203.4054,988.9568,410.5963,-279.3338,952.2499,457.5007,58.298,936.4874,463.2952,-478.7109,1076.0699,459.8848,95.5392,1073.1403,472.2182,-631.55,1194.7139,430.3364,-64.6815,1195.7391,433.5799,-627.4908,1229.7383,421.0062,-73.5411,1230.2007,427.1297,-709.3603,1234.6329,416.0638,-128.2301,1233.4571,415.0503,-670.8927,1222.1214,417.718,-94.1901,1221.2428,416.1421,-617.308,818.1873,643.1142,185.1009,794.3537,656.0695,-184.7071,976.8331,707.2404,233.8185,962.5689,724.305,-229.0235,910.9347,878.1554,375.115,896.808,904.2964,-92.9374,885.6236,902.2057,384.8444,867.9696,933.9117,-83.4353,977.1627,918.484,330.9896,973.9157,942.3194,-159.5405
46,1001.2243,438.8206,-271.1654,993.8852,422.138,-245.0794,992.4247,421.6422,-245.1207,990.7335,421.1093,-245.187,990.5716,421.7984,-302.6015,987.079,421.2376,-302.6862,983.3448,420.6074,-302.7079,966.1124,425.9311,-116.0792,958.9812,425.8423,-376.3168,993.9679,454.0216,-218.5885,989.5889,453.4371,-294.6935,951.9913,500.0071,41.5773,936.569,508.2835,-489.7632,1079.4444,502.6663,63.6049,1075.0326,513.2492,-641.0246,1198.9221,471.4777,-92.9167,1198.9452,475.5463,-637.7293,1233.7551,460.5708,-102.8801,1235.8569,467.872,-725.7556,1237.7512,453.5052,-159.7233,1236.591,455.3937,-684.6715,1224.2994,457.7997,-123.1351,1223.6952,458.7464,-627.8089,814.083,678.8582,185.1972,794.3627,690.5913,-184.822,977.3256,709.0517,283.0899,969.3801,723.9023,-228.5058,910.3881,879.0721,459.559,896.875,904.4451,-38.5262,884.7839,902.6359,474.0834,868.0337,933.9643,-21.5333,977.2837,918.6235,436.9944,974.1018,942.6515,-72.742
47,1001.4868,438.5372,-255.5677,994.4209,421.0096,-228.8804,993.1089,420.6163,-228.9468,991.5789,420.3319,-229.0195,991.1113,420.8149,-288.7286,987.7668,420.5526,-288.7891,983.9852,420.5812,-288.8373,967.1046,425.7584,-100.1159,959.8765,427.3179,-369.6203,994.95,453.7282,-202.5409,990.4496,454.574,-281.2186,953.0261,500.3108,63.1351,938.9989,509.0933,-478.3076,1080.8189,505.9684,95.5264,1078.1895,518.7089,-615.7277,1198.625,473.4724,-61.3311,1199.165,477.0476,-606.7859,1233.5034,463.559,-69.8435,1235.6503,471.1792,-692.804,1237.8694,457.2611,-126.5667,1237.1307,460.0845,-653.6862,1224.6223,459.8505,-91.6231,1224.1632,461.5441,-597.9307,813.1055,685.84,186.2341,794.9526,697.544,-185.8812,977.3578,711.3415,297.7577,973.1834,724.0459,-208.1737,909.5672,881.744,472.1125,896.9835,904.681,-4.8517,882.1445,904.4584,486.0412,868.8532,933.296,12.4005,977.277,920.8223,454.6083,973.9835,942.7898,-28.7282
48,1001.915,438.0789,-259.4224,994.3862,420.8727,-232.8466,993.2046,420.7129,-232.8865,991.755,420.6575,-232.9448,990.8902,420.917,-290.3716,987.4774,420.7409,-290.444,983.6361,420.8364,-290.4777,967.7377,427.5741,-105.8476,959.4471,429.1585,-366.4382,995.743,454.2934,-207.9685,990.9863,455.623,-283.9124,953.6793,501.3756,58.855,939.6218,508.9699,-479.5685,1080.6618,507.3493,96.4158,1077.7183,521.2316,-621.2762,1198.2653,475.862,-58.0604,1199.1896,479.3504,-611.6197,1233.0326,466.033,-66.1651,1235.247,473.0554,-696.0723,1237.7661,458.4582,-121.2648,1237.3513,460.7332,-657.7586,1224.4781,460.6036,-87.496,1224.5715,461.5943,-602.5142,813.5425,682.7115,186.7646,795.1692,697.019,-186.4331,977.5644,712.2605,302.9314,975.0166,725.6871,-209.6228,909.0743,881.977,481.8406,897.2142,905.7825,-19.1033,881.7728,904.7634,496.0584,869.5201,933.2644,-3.0907,975.6737,920.6753,466.9483,971.9598,942.7024,-45.5073
49,1002.0312,439.3485,-287.1767,994.2739,422.3096,-258.425,993.1689,422.2101,-258.4571,991.7936,422.1807,-258.5089,990.6174,422.2103,-314.6854,987.1859,422.072,-314.7774,983.3603,422.2508,-314.8198,968.5361,429.0029,-124.38,959.1688,430.3489,-379.5189,995.9065,455.6672,-234.0342,991.0138,457.3192,-308.5107,953.6341,502.3903,42.2802,939.5105,509.2583,-492.7905,1081.4684,505.5429,77.8969,1077.6399,519.8949,-643.7634,1197.9504,477.5909,-74.4533,1199.8836,480.3221,-631.4877,1232.6886,466.7565,-83.0242,1235.0471,472.8539,-714.9038,1237.3978,459.9912,-136.5959,1237.345,460.458,-675.7019,1224.1887,462.4758,-103.2291,1224.9083,461.4026,-621.7785,813.8563,682.1948,186.4758,794.4839,696.7314,-186.162,978.4506,712.1521,286.5897,976.5036,726.8282,-210.5556,909.0397,882.1378,457.8211,897.66,907.0316,-20.3795,881.0956,905.9193,471.2649,869.7774,934.0555,-3.9599,975.26,920.6576,442.0556,971.3295,942.7435,-41.7072
